WellName:  1API 0001  PR
Field:     PR-01
Operator:  PETROBRAS
Country:   BRA
RunNumber: 0

DEPT       GR         CALI       ILD        ILM        LL3         DT         TENS   
M          GAPI       IN         OHMM       OHMM       OHMM        US/F       LB     
2613.861   30.2000    18.38000   173.4      54.3       78.1628     50.20000   3031   
2613.709   31.0000    18.36000   176.6      55.1       79.6160     50.70000   3061   
2613.557   32.0000    18.36000   148.9      53.8       80.1678     51.30000   3127   
2613.404   32.2000    18.32000   124.7      52.7       80.1678     49.40000   3116   
2613.252   31.9000    17.14000   119.4      54.5       78.1628     46.50000   3043   
2613.099   32.1000    17.00000   125.6      59.0       76.7362     45.70000   3025   
2612.947   32.8000    17.45000   126.5      63.2       74.6449     46.70000   3070   
2612.794   33.3000    17.76000   114.0      63.0       71.9449     49.70000   3048   
2612.642   33.5000    17.23000   100.7      59.2       68.2339     52.10000   3025   
2612.490   33.1000    16.36000   100.9      53.3       63.9735     51.90000   3072   
2612.337   32.2000    17.02000   114.0      46.1       61.5177     53.20000   3124   
2612.185   31.6000    17.94000   125.3      39.6       60.6736     56.20000   3132   
2612.033   31.8000    18.35000   119.1      35.6       59.9791     57.70000   3114   
2611.880   32.2000    18.43000   106.2      34.5       60.1174     56.70000   3030   
2611.728   30.9000    18.40000   101.4      36.5       60.1174     54.90000   3013   
2611.575   28.9000    18.35000   109.9      40.0       60.2560     54.70000   3074   
2611.423   28.2000    18.52000   134.3      42.6       59.2925     55.10000   3086   
2611.271   29.3000    18.50000   177.0      42.9       57.5440     54.70000   3067   
2611.118   29.9000    18.51000   222.8      43.1       57.0164     57.10000   3052   
2610.966   28.5000    18.49000   235.5      44.5       56.4937     59.30000   3068   
2610.813   26.6000    18.47000   229.6      43.8       56.4937     56.50000   3048   
2610.661   26.0000    18.50000   233.3      38.5       56.7545     54.00000   3080   
2610.508   26.4000    18.46000   246.0      32.2       57.4117     54.10000   3083   
2610.356   27.4000    18.43000   258.8      28.9       59.7035     54.40000   3093   
2610.204   29.2000    18.44000   263.0      28.8       62.5173     53.50000   3054   
2610.051   30.8000    18.49000   230.7      31.0       66.0694     51.80000   3046   
2609.899   31.0000    18.05000   184.5      34.2       67.7642     50.80000   3037   
2609.747   29.8000    17.16000   167.9      37.8       68.5488     50.00000   3030   
2609.594   29.1000    16.54000   173.4      42.9       68.2339     49.30000   3051   
2609.442   29.6000    17.68000   166.7      49.2       68.5488     49.90000   3058   
2609.290   30.4000    17.85000   143.2      53.1       68.7068     51.10000   3083   
2609.137   31.4000    17.34000   141.6      51.1       67.9204     52.40000   3041   
2608.984   32.0000    17.92000   171.8      45.9       66.6807     52.90000   3050   
2608.832   32.0000    18.50000   223.9      42.2       65.0130     51.30000   3067   
2608.680   31.6000    18.43000   201.8      41.2       64.1210     48.90000   3091   
2608.527   31.4000    18.02000   131.5      42.7       63.3870     48.50000   3081   
2608.375   31.1000    17.97000   91.4       45.6       62.3735     49.60000   3087   
2608.223   30.3000    18.50000   80.5       48.8       61.5177     49.40000   3075   
2608.070   29.3000    18.12000   92.7       50.0       60.9537     47.80000   3036   
2607.917   28.9000    18.13000   118.3      47.3       60.6736     48.00000   3102   
2607.765   29.0000    18.48000   127.6      42.2       60.5341     51.40000   3130   
2607.613   29.2000    18.45000   115.6      38.4       60.5341     58.80000   3074   
2607.460   29.7000    18.06000   95.9       37.8       60.1174     66.20000   3019   
2607.308   30.6000    17.92000   81.3       40.1       60.1174     64.20000   3043   
2607.156   31.6000    18.30000   71.6       43.1       59.4292     55.50000   3070   
2607.003   31.7000    17.96000   68.7       44.8       59.7035     51.00000   3065   
2606.851   31.0000    17.64000   74.5       45.4       59.4292     50.30000   3066   
2606.699   29.9000    17.76000   92.0       45.7       59.2925     50.20000   3057   
2606.546   28.9000    18.43000   131.2      45.7       59.7035     51.00000   3100   
2606.394   28.1000    18.44000   197.2      44.8       60.1174     52.00000   3098   
2606.241   28.0000    17.81000   236.0      43.0       60.5341     54.10000   3052   
2606.089   29.5000    17.85000   232.8      41.4       60.1174     56.10000   3046   
2605.937   31.5000    18.35000   228.0      41.1       60.2560     54.80000   3081   
2605.784   32.2000    17.41000   187.5      42.1       60.3949     52.70000   3063   
2605.632   31.9000    17.26000   141.9      44.1       60.8135     51.60000   3080   
2605.479   31.7000    17.20000   126.2      46.9       61.3762     51.00000   3082   
2605.327   32.0000    17.34000   146.6      49.9       60.9537     51.20000   3082   
2605.174   32.1000    18.26000   202.8      50.7       60.6736     51.70000   3076   
2605.022   32.1000    18.25000   253.5      47.8       60.3949     52.20000   3066   
2604.870   32.8000    18.15000   207.0      43.8       60.8135     54.00000   3057   
2604.717   33.6000    16.90000   144.5      41.1       60.8135     54.80000   3059   
2604.565   34.4000    16.24000   116.4      40.2       60.8135     51.60000   3083   
2604.413   35.4000    16.24000   104.0      39.9       60.6736     48.80000   3083   
2604.260   35.9000    17.20000   104.5      39.5       61.3762     49.60000   3071   
2604.108   35.0000    17.88000   115.3      38.8       62.3735     51.30000   3048   
2603.955   33.2000    18.33000   147.6      38.7       63.2412     51.10000   3009   
2603.803   31.6000    18.44000   207.5      40.4       63.2412     49.40000   3023   
2603.650   30.2000    18.46000   236.0      44.4       62.8058     48.80000   3033   
2603.498   28.8000    18.45000   229.1      49.3       62.5173     50.30000   3020   
2603.346   28.3000    18.46000   215.8      51.9       60.5341     53.00000   3099   
2603.193   28.8000    18.33000   209.9      51.1       59.0201     55.00000   3137   
2603.041   29.8000    18.21000   219.8      48.0       57.9429     54.30000   3093   
2602.889   31.3000    17.83000   239.3      43.7       57.9429     51.70000   3031   
2602.736   32.9000    18.14000   207.5      39.2       58.2103     50.50000   3017   
2602.583   34.3000    18.43000   135.5      36.3       57.8096     52.20000   3047   
2602.431   34.6000    18.47000   94.0       36.9       57.9429     52.40000   3057   
2602.279   34.0000    18.30000   82.4       41.5       57.9429     50.70000   3069   
2602.126   32.7000    18.40000   94.6       47.8       57.6767     50.50000   3065   
2601.974   31.4000    18.46000   134.6      48.0       57.8096     51.30000   3036   
2601.822   31.3000    18.46000   171.4      41.8       58.4790     52.60000   3039   
2601.669   31.7000    18.51000   154.5      37.1       59.4292     53.70000   3056   
2601.517   31.7000    18.47000   137.4      36.5       60.2560     53.70000   3033   
2601.365   31.6000    18.48000   141.6      37.8       60.3949     52.80000   3015   
2601.212   31.8000    18.30000   140.9      37.2       60.3949     52.70000   3017   
2601.060   31.7000    17.97000   130.6      34.8       61.5177     53.40000   3033   
2600.907   30.9000    18.21000   131.5      33.3       63.8264     52.60000   3015   
2600.755   30.2000    17.17000   159.6      35.8       65.7658     50.10000   3013   
2600.603   30.4000    17.51000   200.9      44.0       65.9174     49.30000   3028   
2600.450   31.6000    17.06000   221.8      55.8       63.3870     51.20000   3042   
2600.298   32.7000    17.00000   229.1      58.7       61.2350     52.90000   3115   
2600.146   32.5000    17.91000   232.8      47.9       59.0201     52.50000   3114   
2599.993   31.1000    18.29000   200.0      38.1       58.0765     51.60000   3065   
2599.840   29.4000    17.53000   136.5      34.0       57.2796     51.30000   3038   
2599.688   28.5000    17.29000   95.7       34.4       57.4117     50.60000   3027   
2599.536   28.7000    16.57000   79.4       38.4       57.4117     50.00000   3022   
2599.383   29.5000    17.33000   81.5       43.8       59.0201     50.30000   3072   
2599.231   31.0000    16.98000   103.5      46.0       61.5177     50.80000   3096   
2599.079   31.7000    17.02000   149.3      43.6       64.1210     51.50000   3083   
2598.926   30.8000    18.48000   206.1      40.5       65.0130     52.60000   3120   
2598.774   29.2000    18.40000   222.8      39.8       65.0130     53.20000   3082   
2598.621   29.0000    17.52000   214.3      42.2       65.0130     51.00000   3042   
2598.469   31.0000    17.40000   196.3      45.7       65.7658     46.60000   3125   
2598.316   33.3000    18.36000   169.4      47.6       66.9885     45.70000   3144   
2598.164   34.0000    18.45000   160.0      46.9       66.8344     48.40000   3083   
2598.012   33.0000    18.35000   180.3      45.2       66.3743     50.20000   3026   
2597.859   31.4000    18.46000   226.5      44.3       65.7658     50.80000   3060   
2597.707   30.2000    18.51000   266.1      44.6       66.8344     50.60000   3096   
2597.555   29.7000    18.40000   249.5      45.2       69.5024     50.50000   3089   
2597.402   30.0000    18.06000   201.4      45.4       71.2853     51.10000   3054   
2597.250   30.7000    17.66000   177.8      45.3       72.9458     51.00000   3052   
2597.097   30.9000    16.97000   191.0      45.5       72.2770     50.00000   3088   
2596.945   30.3000    18.49000   230.7      46.7       71.6143     48.80000   3070   
2596.792   29.9000    18.46000   251.8      48.2       70.7946     48.50000   3016   
2596.640   30.3000    18.44000   241.5      49.2       70.6318     49.60000   3014   
2596.488   31.4000    18.45000   230.1      49.8       71.1214     49.00000   3008   
2596.335   32.3000    18.45000   227.0      51.8       70.7946     46.90000   3011   
2596.183   32.0000    18.44000   229.6      55.5       69.6627     46.70000   3035   
2596.031   31.0000    18.24000   230.1      59.2       67.2977     48.60000   3099   
2595.878   29.9000    18.45000   212.3      58.9       65.7658     50.80000   3076   
2595.726   29.5000    18.05000   166.0      54.5       65.0130     52.70000   3008   
2595.573   29.5000    18.40000   138.0      49.2       65.0130     54.30000   3013   
2595.421   29.7000    18.26000   133.7      45.2       64.7143     55.70000   3039   
2595.269   30.1000    18.41000   135.8      42.6       64.5654     57.30000   3015   
2595.116   31.3000    18.44000   130.3      40.5       64.7143     56.60000   3005   
2594.964   33.2000    18.46000   118.3      38.0       65.0130     55.30000   3017   
2594.812   34.0000    18.48000   119.1      35.9       65.4636     56.10000   3054   
2594.659   33.1000    18.48000   139.6      35.2       65.6145     55.40000   3038   
2594.506   32.1000    18.48000   179.5      37.0       66.8344     53.10000   3016   
2594.354   32.3000    18.42000   218.3      41.1       68.2339     51.60000   3059   
2594.202   32.8000    18.50000   225.4      45.1       69.6627     50.30000   3026   
2594.049   32.7000    18.46000   222.8      46.0       70.7946     50.10000   3010   
2593.897   32.8000    18.46000   224.9      44.8       70.9578     51.50000   3015   
2593.745   33.5000    18.40000   234.4      44.3       71.4496     53.10000   3017   
2593.592   33.7000    18.16000   245.5      44.4       70.9578     53.50000   3025   
2593.440   33.0000    17.12000   239.3      43.4       72.1108     51.90000   3026   
2593.287   32.0000    16.60000   209.9      41.6       72.7780     51.00000   3019   
2593.135   30.7000    18.45000   202.3      40.6       74.6449     51.90000   3035   
2592.982   29.9000    18.15000   213.8      41.7       75.1623     52.90000   3051   
2592.830   30.1000    17.92000   246.6      44.4       75.5092     52.60000   3015   
2592.678   31.1000    18.12000   257.0      47.3       75.1623     52.40000   3005   
2592.525   31.5000    18.47000   250.0      49.4       75.3356     53.40000   3038   
2592.373   30.9000    17.95000   243.2      51.1       75.8578     53.80000   3110   
2592.221   30.5000    17.72000   240.4      53.3       76.0326     53.10000   3118   
